date,timestamp,product_id,product_name,category,retailer,price,in_stock
2024-01-19,1705622400,4,Samsung Galaxy M33 5G,All Electronics,eBay,15281.3,True
2024-01-19,1705622400,4,Samsung Galaxy M33 5G,All Electronics,Newegg,15080.5,True
2024-01-19,1705622400,4,Samsung Galaxy M33 5G,All Electronics,B&H,14884.21,True
2024-01-19,1705622400,4,Samsung Galaxy M33 5G,All Electronics,Micro Center,16357.35,True
2024-01-19,1705622400,4,Samsung Galaxy M33 5G,All Electronics,Adorama,16874.86,True
2024-01-19,1705622400,5,OnePlus Nord CE 2,All Electronics,Amazon,18924.47,True
2024-01-19,1705622400,5,OnePlus Nord CE 2,All Electronics,Walmart,19500.01,True
2024-01-19,1705622400,5,OnePlus Nord CE 2,All Electronics,Best Buy,19796.59,True
2024-01-19,1705622400,5,OnePlus Nord CE 2,All Electronics,Target,19058.6,False
2024-01-19,1705622400,5,OnePlus Nord CE 2,All Electronics,Costco,18666.24,True
2024-01-19,1705622400,5,OnePlus Nord CE 2,All Electronics,eBay,18772.09,False
2024-01-19,1705622400,5,OnePlus Nord CE 2,All Electronics,Newegg,18447.92,True
2024-01-19,1705622400,5,OnePlus Nord CE 2,All Electronics,B&H,20510.05,True
2024-01-19,1705622400,5,OnePlus Nord CE 2,All Electronics,Micro Center,19692.68,True
2024-01-19,1705622400,5,OnePlus Nord CE 2,All Electronics,Adorama,19655.18,True
2024-01-19,1705622400,6,Redmi 10 Power,All Electronics,Amazon,10668.31,False
2024-01-19,1705622400,6,Redmi 10 Power,All Electronics,Walmart,10679.81,True
2024-01-19,1705622400,6,Redmi 10 Power,All Electronics,Best Buy,11087.87,False
2024-01-19,1705622400,6,Redmi 10 Power,All Electronics,Target,9828.74,True
2024-01-19,1705622400,6,Redmi 10 Power,All Electronics,Costco,11085.83,True
2024-01-19,1705622400,6,Redmi 10 Power,All Electronics,eBay,10705.87,False
2024-01-19,1705622400,6,Redmi 10 Power,All Electronics,Newegg,10934.74,True
2024-01-19,1705622400,6,Redmi 10 Power,All Electronics,B&H,11732.41,True
2024-01-19,1705622400,6,Redmi 10 Power,All Electronics,Micro Center,11554.99,True
2024-01-19,1705622400,6,Redmi 10 Power,All Electronics,Adorama,11810.35,True
2024-01-19,1705622400,7,boAt Airdopes 141 Bluetooth,All Electronics,Amazon,1401.0,True
2024-01-19,1705622400,7,boAt Airdopes 141 Bluetooth,All Electronics,Walmart,1247.37,True
2024-01-19,1705622400,7,boAt Airdopes 141 Bluetooth,All Electronics,Best Buy,1321.48,True
2024-01-19,1705622400,7,boAt Airdopes 141 Bluetooth,All Electronics,Target,1345.71,True
2024-01-19,1705622400,7,boAt Airdopes 141 Bluetooth,All Electronics,Costco,1297.05,True
2024-01-19,1705622400,7,boAt Airdopes 141 Bluetooth,All Electronics,eBay,1424.95,True
2024-01-19,1705622400,7,boAt Airdopes 141 Bluetooth,All Electronics,Newegg,1279.64,True
2024-01-19,1705622400,7,boAt Airdopes 141 Bluetooth,All Electronics,B&H,1193.55,True
2024-01-19,1705622400,7,boAt Airdopes 141 Bluetooth,All Electronics,Micro Center,1232.09,True
2024-01-19,1705622400,7,boAt Airdopes 141 Bluetooth,All Electronics,Adorama,1265.91,True
2024-01-19,1705622400,8,Apple 20W USB-C Power,All Electronics,Amazon,1711.69,True
2024-01-19,1705622400,8,Apple 20W USB-C Power,All Electronics,Walmart,1577.47,False
2024-01-19,1705622400,8,Apple 20W USB-C Power,All Electronics,Best Buy,1680.67,True
2024-01-19,1705622400,8,Apple 20W USB-C Power,All Electronics,Target,1520.76,True
2024-01-19,1705622400,8,Apple 20W USB-C Power,All Electronics,Costco,1695.76,True
2024-01-19,1705622400,8,Apple 20W USB-C Power,All Electronics,eBay,1610.26,True
2024-01-19,1705622400,8,Apple 20W USB-C Power,All Electronics,Newegg,1608.82,True
2024-01-19,1705622400,8,Apple 20W USB-C Power,All Electronics,B&H,1625.85,True
2024-01-19,1705622400,8,Apple 20W USB-C Power,All Electronics,Micro Center,1655.34,True
2024-01-19,1705622400,8,Apple 20W USB-C Power,All Electronics,Adorama,1596.07,True
2024-01-19,1705622400,9,Fire-Boltt Ninja Call Pro,All Electronics,Amazon,1867.5,True
2024-01-19,1705622400,9,Fire-Boltt Ninja Call Pro,All Electronics,Walmart,1796.33,True
2024-01-19,1705622400,9,Fire-Boltt Ninja Call Pro,All Electronics,Best Buy,1804.56,True
2024-01-19,1705622400,9,Fire-Boltt Ninja Call Pro,All Electronics,Target,1668.65,True
2024-01-19,1705622400,9,Fire-Boltt Ninja Call Pro,All Electronics,Costco,1803.91,True
2024-01-19,1705622400,9,Fire-Boltt Ninja Call Pro,All Electronics,eBay,1824.75,True
2024-01-19,1705622400,9,Fire-Boltt Ninja Call Pro,All Electronics,Newegg,1935.68,False
2024-01-19,1705622400,9,Fire-Boltt Ninja Call Pro,All Electronics,B&H,1671.73,True
2024-01-19,1705622400,9,Fire-Boltt Ninja Call Pro,All Electronics,Micro Center,1846.22,True
2024-01-19,1705622400,9,Fire-Boltt Ninja Call Pro,All Electronics,Adorama,1617.16,False
2024-01-19,1705622400,10,Samsung Galaxy M33 5G,All Electronics,Amazon,16273.1,True
2024-01-19,1705622400,10,Samsung Galaxy M33 5G,All Electronics,Walmart,15073.5,False
2024-01-19,1705622400,10,Samsung Galaxy M33 5G,All Electronics,Best Buy,15428.94,True
2024-01-19,1705622400,10,Samsung Galaxy M33 5G,All Electronics,Target,16916.34,True
2024-01-19,1705622400,10,Samsung Galaxy M33 5G,All Electronics,Costco,16356.96,True
2024-01-19,1705622400,10,Samsung Galaxy M33 5G,All Electronics,eBay,16478.2,True
2024-01-19,1705622400,10,Samsung Galaxy M33 5G,All Electronics,Newegg,15991.41,False
2024-01-19,1705622400,10,Samsung Galaxy M33 5G,All Electronics,B&H,15285.62,True
2024-01-19,1705622400,10,Samsung Galaxy M33 5G,All Electronics,Micro Center,16535.02,False
2024-01-19,1705622400,10,Samsung Galaxy M33 5G,All Electronics,Adorama,15305.2,True
2024-01-19,1705622400,11,realme narzo 50A Prime,All Electronics,Amazon,10285.1,True
2024-01-19,1705622400,11,realme narzo 50A Prime,All Electronics,Walmart,9731.6,True
2024-01-19,1705622400,11,realme narzo 50A Prime,All Electronics,Best Buy,10236.5,False
2024-01-19,1705622400,11,realme narzo 50A Prime,All Electronics,Target,9125.54,True
2024-01-19,1705622400,11,realme narzo 50A Prime,All Electronics,Costco,10167.99,True
2024-01-19,1705622400,11,realme narzo 50A Prime,All Electronics,eBay,10215.86,True
2024-01-19,1705622400,11,realme narzo 50A Prime,All Electronics,Newegg,9875.64,False
2024-01-19,1705622400,11,realme narzo 50A Prime,All Electronics,B&H,10236.56,True
2024-01-19,1705622400,11,realme narzo 50A Prime,All Electronics,Micro Center,9832.23,True
2024-01-19,1705622400,11,realme narzo 50A Prime,All Electronics,Adorama,9481.84,True
2024-01-19,1705622400,12,Redmi A1,All Electronics,Amazon,6153.97,True
2024-01-19,1705622400,12,Redmi A1,All Electronics,Walmart,5866.1,True
2024-01-19,1705622400,12,Redmi A1,All Electronics,Best Buy,6012.22,True
2024-01-19,1705622400,12,Redmi A1,All Electronics,Target,6217.29,False
2024-01-19,1705622400,12,Redmi A1,All Electronics,Costco,5771.85,True
2024-01-19,1705622400,12,Redmi A1,All Electronics,eBay,6015.47,True
2024-01-19,1705622400,12,Redmi A1,All Electronics,Newegg,5662.04,True
2024-01-19,1705622400,12,Redmi A1,All Electronics,B&H,5513.15,True
2024-01-19,1705622400,12,Redmi A1,All Electronics,Micro Center,6133.08,True
2024-01-19,1705622400,12,Redmi A1,All Electronics,Adorama,5715.49,True
2024-01-19,1705622400,13,OnePlus Nord CE 2,All Electronics,Amazon,19704.08,True
2024-01-19,1705622400,13,OnePlus Nord CE 2,All Electronics,Walmart,20021.26,True
2024-01-19,1705622400,13,OnePlus Nord CE 2,All Electronics,Best Buy,21444.78,True
2024-01-19,1705622400,13,OnePlus Nord CE 2,All Electronics,Target,20911.47,False
2024-01-19,1705622400,13,OnePlus Nord CE 2,All Electronics,Costco,21839.99,False
2024-01-19,1705622400,13,OnePlus Nord CE 2,All Electronics,eBay,20051.59,False
2024-01-19,1705622400,13,OnePlus Nord CE 2,All Electronics,Newegg,21403.32,False
2024-01-19,1705622400,13,OnePlus Nord CE 2,All Electronics,B&H,20226.88,True
2024-01-19,1705622400,13,OnePlus Nord CE 2,All Electronics,Micro Center,20809.35,True
2024-01-19,1705622400,13,OnePlus Nord CE 2,All Electronics,Adorama,21720.84,True
2024-01-19,1705622400,14,boAt Airdopes Atom 81,All Electronics,Amazon,1258.67,True
2024-01-19,1705622400,14,boAt Airdopes Atom 81,All Electronics,Walmart,1215.7,True
2024-01-19,1705622400,14,boAt Airdopes Atom 81,All Electronics,Best Buy,1269.24,True
2024-01-19,1705622400,14,boAt Airdopes Atom 81,All Electronics,Target,1317.92,True
2024-01-19,1705622400,14,boAt Airdopes Atom 81,All Electronics,Costco,1215.56,False
2024-01-19,1705622400,14,boAt Airdopes Atom 81,All Electronics,eBay,1370.86,True
2024-01-19,1705622400,14,boAt Airdopes Atom 81,All Electronics,Newegg,1271.09,True
2024-01-19,1705622400,14,boAt Airdopes Atom 81,All Electronics,B&H,1381.73,True
2024-01-19,1705622400,14,boAt Airdopes Atom 81,All Electronics,Micro Center,1301.79,True
2024-01-19,1705622400,14,boAt Airdopes Atom 81,All Electronics,Adorama,1235.43,False
2024-01-19,1705622400,15,boAt Airdopes 141 Bluetooth,All Electronics,Amazon,1363.1,False
2024-01-19,1705622400,15,boAt Airdopes 141 Bluetooth,All Electronics,Walmart,1230.74,True
2024-01-19,1705622400,15,boAt Airdopes 141 Bluetooth,All Electronics,Best Buy,1360.19,False
2024-01-19,1705622400,15,boAt Airdopes 141 Bluetooth,All Electronics,Target,1315.46,True
2024-01-19,1705622400,15,boAt Airdopes 141 Bluetooth,All Electronics,Costco,1418.8,True
2024-01-19,1705622400,15,boAt Airdopes 141 Bluetooth,All Electronics,eBay,1360.8,True
2024-01-19,1705622400,15,boAt Airdopes 141 Bluetooth,All Electronics,Newegg,1238.27,True
2024-01-19,1705622400,15,boAt Airdopes 141 Bluetooth,All Electronics,B&H,1241.93,True
2024-01-19,1705622400,15,boAt Airdopes 141 Bluetooth,All Electronics,Micro Center,1273.51,True
2024-01-19,1705622400,15,boAt Airdopes 141 Bluetooth,All Electronics,Adorama,1191.8,True
2024-01-19,1705622400,16,boAt BassHeads 100 in-Ear,All Electronics,Amazon,369.37,True
2024-01-19,1705622400,16,boAt BassHeads 100 in-Ear,All Electronics,Walmart,410.49,True
2024-01-19,1705622400,16,boAt BassHeads 100 in-Ear,All Electronics,Best Buy,384.11,True
2024-01-19,1705622400,16,boAt BassHeads 100 in-Ear,All Electronics,Target,408.97,True
2024-01-19,1705622400,16,boAt BassHeads 100 in-Ear,All Electronics,Costco,382.95,True
2024-01-19,1705622400,16,boAt BassHeads 100 in-Ear,All Electronics,eBay,424.88,False
2024-01-19,1705622400,16,boAt BassHeads 100 in-Ear,All Electronics,Newegg,414.32,True
2024-01-19,1705622400,16,boAt BassHeads 100 in-Ear,All Electronics,B&H,360.11,True
2024-01-19,1705622400,16,boAt BassHeads 100 in-Ear,All Electronics,Micro Center,356.58,True
2024-01-19,1705622400,16,boAt BassHeads 100 in-Ear,All Electronics,Adorama,382.05,True
2024-01-19,1705622400,17,boAt Rockerz 330 Bluetooth,All Electronics,Amazon,1049.32,True
2024-01-19,1705622400,17,boAt Rockerz 330 Bluetooth,All Electronics,Walmart,1047.08,True
2024-01-19,1705622400,17,boAt Rockerz 330 Bluetooth,All Electronics,Best Buy,1056.56,True
2024-01-19,1705622400,17,boAt Rockerz 330 Bluetooth,All Electronics,Target,1146.55,True
2024-01-19,1705622400,17,boAt Rockerz 330 Bluetooth,All Electronics,Costco,1095.53,False
2024-01-19,1705622400,17,boAt Rockerz 330 Bluetooth,All Electronics,eBay,1138.13,True
2024-01-19,1705622400,17,boAt Rockerz 330 Bluetooth,All Electronics,Newegg,1009.62,True
2024-01-19,1705622400,17,boAt Rockerz 330 Bluetooth,All Electronics,B&H,1083.92,False
2024-01-19,1705622400,17,boAt Rockerz 330 Bluetooth,All Electronics,Micro Center,1130.86,True
2024-01-19,1705622400,17,boAt Rockerz 330 Bluetooth,All Electronics,Adorama,1195.52,False
2024-01-19,1705622400,18,Lapster 5-in-1 Multi-Function Laptop,All Electronics,Amazon,98.76,True
2024-01-19,1705622400,18,Lapster 5-in-1 Multi-Function Laptop,All Electronics,Walmart,93.18,True
2024-01-19,1705622400,18,Lapster 5-in-1 Multi-Function Laptop,All Electronics,Best Buy,97.47,False
2024-01-19,1705622400,18,Lapster 5-in-1 Multi-Function Laptop,All Electronics,Target,105.18,True
2024-01-19,1705622400,18,Lapster 5-in-1 Multi-Function Laptop,All Electronics,Costco,91.63,True
2024-01-19,1705622400,18,Lapster 5-in-1 Multi-Function Laptop,All Electronics,eBay,93.93,True
2024-01-19,1705622400,18,Lapster 5-in-1 Multi-Function Laptop,All Electronics,Newegg,103.26,True
2024-01-19,1705622400,18,Lapster 5-in-1 Multi-Function Laptop,All Electronics,B&H,98.19,True
2024-01-19,1705622400,18,Lapster 5-in-1 Multi-Function Laptop,All Electronics,Micro Center,94.66,False
2024-01-19,1705622400,18,Lapster 5-in-1 Multi-Function Laptop,All Electronics,Adorama,100.7,False
2024-01-19,1705622400,19,boAt Wave Call Smart,All Electronics,Amazon,2109.82,False
2024-01-19,1705622400,19,boAt Wave Call Smart,All Electronics,Walmart,2097.16,True
2024-01-19,1705622400,19,boAt Wave Call Smart,All Electronics,Best Buy,1936.11,True
2024-01-19,1705622400,19,boAt Wave Call Smart,All Electronics,Target,2078.35,False
2024-01-19,1705622400,19,boAt Wave Call Smart,All Electronics,Costco,1866.88,True
2024-01-19,1705622400,19,boAt Wave Call Smart,All Electronics,eBay,2099.91,True
2024-01-19,1705622400,19,boAt Wave Call Smart,All Electronics,Newegg,2018.6,False
2024-01-19,1705622400,19,boAt Wave Call Smart,All Electronics,B&H,2093.1,True
2024-01-19,1705622400,19,boAt Wave Call Smart,All Electronics,Micro Center,2138.05,False
2024-01-19,1705622400,19,boAt Wave Call Smart,All Electronics,Adorama,2067.44,True
2024-01-19,1705622400,20,boAt Airdopes 121v2 in-Ear,All Electronics,Amazon,1045.88,False
2024-01-19,1705622400,20,boAt Airdopes 121v2 in-Ear,All Electronics,Walmart,1111.21,True
2024-01-19,1705622400,20,boAt Airdopes 121v2 in-Ear,All Electronics,Best Buy,1134.11,False
2024-01-19,1705622400,20,boAt Airdopes 121v2 in-Ear,All Electronics,Target,1094.62,True
2024-01-19,1705622400,20,boAt Airdopes 121v2 in-Ear,All Electronics,Costco,1091.83,True
2024-01-19,1705622400,20,boAt Airdopes 121v2 in-Ear,All Electronics,eBay,1108.51,True
2024-01-19,1705622400,20,boAt Airdopes 121v2 in-Ear,All Electronics,Newegg,1054.27,True
2024-01-19,1705622400,20,boAt Airdopes 121v2 in-Ear,All Electronics,B&H,1021.93,False
2024-01-19,1705622400,20,boAt Airdopes 121v2 in-Ear,All Electronics,Micro Center,1029.57,True
2024-01-19,1705622400,20,boAt Airdopes 121v2 in-Ear,All Electronics,Adorama,1185.17,True
2024-01-19,1705622400,21,Redmi A1,All Electronics,Amazon,6044.51,True
2024-01-19,1705622400,21,Redmi A1,All Electronics,Walmart,6261.3,False
2024-01-19,1705622400,21,Redmi A1,All Electronics,Best Buy,5357.34,True
2024-01-19,1705622400,21,Redmi A1,All Electronics,Target,5837.39,True
2024-01-19,1705622400,21,Redmi A1,All Electronics,Costco,5589.22,True
2024-01-19,1705622400,21,Redmi A1,All Electronics,eBay,6353.04,True
2024-01-19,1705622400,21,Redmi A1,All Electronics,Newegg,5813.34,True
2024-01-19,1705622400,21,Redmi A1,All Electronics,B&H,5550.31,True
2024-01-19,1705622400,21,Redmi A1,All Electronics,Micro Center,5624.55,True
2024-01-19,1705622400,21,Redmi A1,All Electronics,Adorama,6123.55,True
2024-01-19,1705622400,22,Redmi 10A,All Electronics,Amazon,9060.91,False
2024-01-19,1705622400,22,Redmi 10A,All Electronics,Walmart,8478.84,True
2024-01-19,1705622400,22,Redmi 10A,All Electronics,Best Buy,7909.29,True
2024-01-19,1705622400,22,Redmi 10A,All Electronics,Target,7883.01,True
2024-01-19,1705622400,22,Redmi 10A,All Electronics,Costco,8900.55,False
2024-01-19,1705622400,22,Redmi 10A,All Electronics,eBay,8139.32,True
2024-01-19,1705622400,22,Redmi 10A,All Electronics,Newegg,8087.46,True
2024-01-19,1705622400,22,Redmi 10A,All Electronics,B&H,8423.52,False
2024-01-19,1705622400,22,Redmi 10A,All Electronics,Micro Center,8212.39,True
2024-01-19,1705622400,22,Redmi 10A,All Electronics,Adorama,8536.85,True
2024-01-19,1705622400,23,OnePlus 11R 5G,All Electronics,Amazon,46529.64,True
2024-01-19,1705622400,23,OnePlus 11R 5G,All Electronics,Walmart,45870.48,False
2024-01-19,1705622400,23,OnePlus 11R 5G,All Electronics,Best Buy,47761.38,False
2024-01-19,1705622400,23,OnePlus 11R 5G,All Electronics,Target,42268.11,True
2024-01-19,1705622400,23,OnePlus 11R 5G,All Electronics,Costco,41052.16,True
2024-01-19,1705622400,23,OnePlus 11R 5G,All Electronics,eBay,45413.34,True
2024-01-19,1705622400,23,OnePlus 11R 5G,All Electronics,Newegg,41064.29,False
2024-01-19,1705622400,23,OnePlus 11R 5G,All Electronics,B&H,44256.34,True
2024-01-19,1705622400,23,OnePlus 11R 5G,All Electronics,Micro Center,46495.69,True
2024-01-19,1705622400,23,OnePlus 11R 5G,All Electronics,Adorama,43239.0,True
2024-01-19,1705622400,24,OnePlus Nord 2T 5G,All Electronics,Amazon,29388.55,True
2024-01-19,1705622400,24,OnePlus Nord 2T 5G,All Electronics,Walmart,26709.9,True
2024-01-19,1705622400,24,OnePlus Nord 2T 5G,All Electronics,Best Buy,26680.6,True
2024-01-19,1705622400,24,OnePlus Nord 2T 5G,All Electronics,Target,30206.4,True
2024-01-19,1705622400,24,OnePlus Nord 2T 5G,All Electronics,Costco,30226.16,False
2024-01-19,1705622400,24,OnePlus Nord 2T 5G,All Electronics,eBay,31537.38,True
2024-01-19,1705622400,24,OnePlus Nord 2T 5G,All Electronics,Newegg,26502.01,False
2024-01-19,1705622400,24,OnePlus Nord 2T 5G,All Electronics,B&H,26281.69,True
2024-01-19,1705622400,24,OnePlus Nord 2T 5G,All Electronics,Micro Center,28806.22,False
2024-01-19,1705622400,24,OnePlus Nord 2T 5G,All Electronics,Adorama,30494.75,True
2024-01-19,1705622400,25,OnePlus Nord Buds True,All Electronics,Amazon,2693.54,True
2024-01-19,1705622400,25,OnePlus Nord Buds True,All Electronics,Walmart,2770.77,True
2024-01-19,1705622400,25,OnePlus Nord Buds True,All Electronics,Best Buy,2654.04,True
2024-01-19,1705622400,25,OnePlus Nord Buds True,All Electronics,Target,2593.86,False
2024-01-19,1705622400,25,OnePlus Nord Buds True,All Electronics,Costco,3098.66,True
2024-01-19,1705622400,25,OnePlus Nord Buds True,All Electronics,eBay,2828.39,True
2024-01-19,1705622400,25,OnePlus Nord Buds True,All Electronics,Newegg,2651.45,True
2024-01-19,1705622400,25,OnePlus Nord Buds True,All Electronics,B&H,2977.48,True
2024-01-19,1705622400,25,OnePlus Nord Buds True,All Electronics,Micro Center,2787.9,True
2024-01-19,1705622400,25,OnePlus Nord Buds True,All Electronics,Adorama,2862.96,True
2024-01-19,1705622400,26,OnePlus Nord 2T 5G,All Electronics,Amazon,31496.35,True
2024-01-19,1705622400,26,OnePlus Nord 2T 5G,All Electronics,Walmart,27434.49,False
2024-01-19,1705622400,26,OnePlus Nord 2T 5G,All Electronics,Best Buy,26435.31,False
2024-01-19,1705622400,26,OnePlus Nord 2T 5G,All Electronics,Target,28737.61,True
2024-01-19,1705622400,26,OnePlus Nord 2T 5G,All Electronics,Costco,28981.56,False
2024-01-19,1705622400,26,OnePlus Nord 2T 5G,All Electronics,eBay,29843.24,True
2024-01-19,1705622400,26,OnePlus Nord 2T 5G,All Electronics,Newegg,30774.91,True
2024-01-19,1705622400,26,OnePlus Nord 2T 5G,All Electronics,B&H,29059.47,True
2024-01-19,1705622400,26,OnePlus Nord 2T 5G,All Electronics,Micro Center,27724.75,True
2024-01-19,1705622400,26,OnePlus Nord 2T 5G,All Electronics,Adorama,28607.45,True
2024-01-19,1705622400,27,boAt Rockerz 255 Pro+,All Electronics,Amazon,1429.47,False
2024-01-19,1705622400,27,boAt Rockerz 255 Pro+,All Electronics,Walmart,1478.36,True
2024-01-19,1705622400,27,boAt Rockerz 255 Pro+,All Electronics,Best Buy,1423.23,False
2024-01-19,1705622400,27,boAt Rockerz 255 Pro+,All Electronics,Target,1551.11,True
2024-01-19,1705622400,27,boAt Rockerz 255 Pro+,All Electronics,Costco,1648.35,True
2024-01-19,1705622400,27,boAt Rockerz 255 Pro+,All Electronics,eBay,1437.55,False
2024-01-19,1705622400,27,boAt Rockerz 255 Pro+,All Electronics,Newegg,1538.62,True
2024-01-19,1705622400,27,boAt Rockerz 255 Pro+,All Electronics,B&H,1590.04,True
2024-01-19,1705622400,27,boAt Rockerz 255 Pro+,All Electronics,Micro Center,1446.62,True
2024-01-19,1705622400,27,boAt Rockerz 255 Pro+,All Electronics,Adorama,1400.21,False
2024-01-19,1705622400,28,Hammer Ace 3.0 Bluetooth,All Electronics,Amazon,1435.84,False
2024-01-19,1705622400,28,Hammer Ace 3.0 Bluetooth,All Electronics,Walmart,1555.66,False
2024-01-19,1705622400,28,Hammer Ace 3.0 Bluetooth,All Electronics,Best Buy,1446.07,True
2024-01-19,1705622400,28,Hammer Ace 3.0 Bluetooth,All Electronics,Target,1470.54,False
2024-01-19,1705622400,28,Hammer Ace 3.0 Bluetooth,All Electronics,Costco,1513.09,True
2024-01-19,1705622400,28,Hammer Ace 3.0 Bluetooth,All Electronics,eBay,1564.99,True
2024-01-19,1705622400,28,Hammer Ace 3.0 Bluetooth,All Electronics,Newegg,1481.21,True
2024-01-19,1705622400,28,Hammer Ace 3.0 Bluetooth,All Electronics,B&H,1501.11,True
2024-01-19,1705622400,28,Hammer Ace 3.0 Bluetooth,All Electronics,Micro Center,1584.43,True
2024-01-19,1705622400,28,Hammer Ace 3.0 Bluetooth,All Electronics,Adorama,1501.7,False
2024-01-19,1705622400,29,iQOO Z6 Lite 5G,All Electronics,Amazon,16634.32,True
2024-01-19,1705622400,29,iQOO Z6 Lite 5G,All Electronics,Walmart,16939.47,False
2024-01-19,1705622400,29,iQOO Z6 Lite 5G,All Electronics,Best Buy,15765.33,True
2024-01-19,1705622400,29,iQOO Z6 Lite 5G,All Electronics,Target,15899.67,False
2024-01-19,1705622400,29,iQOO Z6 Lite 5G,All Electronics,Costco,16827.38,True
2024-01-19,1705622400,29,iQOO Z6 Lite 5G,All Electronics,eBay,14701.65,True
2024-01-19,1705622400,29,iQOO Z6 Lite 5G,All Electronics,Newegg,16087.01,True
2024-01-19,1705622400,29,iQOO Z6 Lite 5G,All Electronics,B&H,15054.64,True
2024-01-19,1705622400,29,iQOO Z6 Lite 5G,All Electronics,Micro Center,14737.83,True
2024-01-19,1705622400,29,iQOO Z6 Lite 5G,All Electronics,Adorama,15062.56,True
2024-01-19,1705622400,30,MI Power Bank 3i,All Electronics,Amazon,2048.91,True
2024-01-19,1705622400,30,MI Power Bank 3i,All Electronics,Walmart,2133.62,True
2024-01-19,1705622400,30,MI Power Bank 3i,All Electronics,Best Buy,2054.03,True
2024-01-19,1705622400,30,MI Power Bank 3i,All Electronics,Target,2027.71,True
2024-01-19,1705622400,30,MI Power Bank 3i,All Electronics,Costco,2220.73,True
2024-01-19,1705622400,30,MI Power Bank 3i,All Electronics,eBay,2063.57,True
2024-01-19,1705622400,30,MI Power Bank 3i,All Electronics,Newegg,2152.12,True
2024-01-19,1705622400,30,MI Power Bank 3i,All Electronics,B&H,2164.48,True
2024-01-19,1705622400,30,MI Power Bank 3i,All Electronics,Micro Center,2039.28,True
2024-01-19,1705622400,30,MI Power Bank 3i,All Electronics,Adorama,2196.57,False
2024-01-20,1705708800,1,Redmi 10 Power,All Electronics,Amazon,9981.89,True
2024-01-20,1705708800,1,Redmi 10 Power,All Electronics,Walmart,10584.79,True
2024-01-20,1705708800,1,Redmi 10 Power,All Electronics,Best Buy,11644.52,True
2024-01-20,1705708800,1,Redmi 10 Power,All Electronics,Target,11714.23,True
2024-01-20,1705708800,1,Redmi 10 Power,All Electronics,Costco,10046.66,True
2024-01-20,1705708800,1,Redmi 10 Power,All Electronics,eBay,11005.62,True
2024-01-20,1705708800,1,Redmi 10 Power,All Electronics,Newegg,10267.87,True
2024-01-20,1705708800,1,Redmi 10 Power,All Electronics,B&H,10317.75,True
2024-01-20,1705708800,1,Redmi 10 Power,All Electronics,Micro Center,10957.77,True
2024-01-20,1705708800,1,Redmi 10 Power,All Electronics,Adorama,10459.59,False
2024-01-20,1705708800,2,OnePlus Nord CE 2,All Electronics,Amazon,17368.7,True
2024-01-20,1705708800,2,OnePlus Nord CE 2,All Electronics,Walmart,18985.95,True
2024-01-20,1705708800,2,OnePlus Nord CE 2,All Electronics,Best Buy,20545.04,True
2024-01-20,1705708800,2,OnePlus Nord CE 2,All Electronics,Target,19134.25,True
2024-01-20,1705708800,2,OnePlus Nord CE 2,All Electronics,Costco,19120.74,True
2024-01-20,1705708800,2,OnePlus Nord CE 2,All Electronics,eBay,20123.52,True
2024-01-20,1705708800,2,OnePlus Nord CE 2,All Electronics,Newegg,18776.59,True
2024-01-20,1705708800,2,OnePlus Nord CE 2,All Electronics,B&H,17097.56,True
2024-01-20,1705708800,2,OnePlus Nord CE 2,All Electronics,Micro Center,18131.55,False
2024-01-20,1705708800,2,OnePlus Nord CE 2,All Electronics,Adorama,17924.25,True
2024-01-20,1705708800,3,OnePlus Bullets Z2 Bluetooth,All Electronics,Amazon,2001.68,False
2024-01-20,1705708800,3,OnePlus Bullets Z2 Bluetooth,All Electronics,Walmart,2006.08,True
2024-01-20,1705708800,3,OnePlus Bullets Z2 Bluetooth,All Electronics,Best Buy,2083.65,True
2024-01-20,1705708800,3,OnePlus Bullets Z2 Bluetooth,All Electronics,Target,1867.64,True
2024-01-20,1705708800,3,OnePlus Bullets Z2 Bluetooth,All Electronics,Costco,1982.47,True
2024-01-20,1705708800,3,OnePlus Bullets Z2 Bluetooth,All Electronics,eBay,2038.23,True
2024-01-20,1705708800,3,OnePlus Bullets Z2 Bluetooth,All Electronics,Newegg,2102.37,True
2024-01-20,1705708800,3,OnePlus Bullets Z2 Bluetooth,All Electronics,B&H,2120.22,True
2024-01-20,1705708800,3,OnePlus Bullets Z2 Bluetooth,All Electronics,Micro Center,1916.42,True
2024-01-20,1705708800,3,OnePlus Bullets Z2 Bluetooth,All Electronics,Adorama,1961.88,True
2024-01-20,1705708800,4,Samsung Galaxy M33 5G,All Electronics,Amazon,15133.54,True
2024-01-20,1705708800,4,Samsung Galaxy M33 5G,All Electronics,Walmart,16909.8,True
2024-01-20,1705708800,4,Samsung Galaxy M33 5G,All Electronics,Best Buy,16149.18,True
2024-01-20,1705708800,4,Samsung Galaxy M33 5G,All Electronics,Target,17404.8,True
2024-01-20,1705708800,4,Samsung Galaxy M33 5G,All Electronics,Costco,15352.23,True
2024-01-20,1705708800,4,Samsung Galaxy M33 5G,All Electronics,eBay,16297.34,True
2024-01-20,1705708800,4,Samsung Galaxy M33 5G,All Electronics,Newegg,14853.17,True
2024-01-20,1705708800,4,Samsung Galaxy M33 5G,All Electronics,B&H,16093.22,True
2024-01-20,1705708800,4,Samsung Galaxy M33 5G,All Electronics,Micro Center,16414.0,True
